Name,Scientific Name,Class,Family,Lifespan (years),Top Speed (km/h),Weight (kg),Length (cm),Diet,Population Trend,Population Status,Mating Behavior,Arid Climate,Cold Climate,Polar Climate,Temperate Climate,Tropical Climate,Africa,Antarctica,Asia,Europe,North America,Oceania,South America
Ring-Necked Duck,Aythya collaris,Aves,Anatidae,12.5,66.8076923076923,0.7,42.5,2,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1
Ring-Necked Snake,Diadophis punctatus,Reptilia,Colubridae,13.0,22.147727272727273,28.274673913043493,31.5,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Ringtail,Bassariscus astutus,Mammalia,Procyonidae,11.5,41.829850746268654,0.5,36.0,1,0,1,2,1,0,0,1,1,0,0,0,0,1,0,0
Ring-Tailed Lemur,Lemur catta,Mammalia,Lemuridae,24.0,20.0,2.5,42.5,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Ring-Tailed Mongoose,Galidia elegans,Mammalia,Eupleridae,13.0,41.829850746268654,0.8,35.0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Rinkhals,Hemachatus haemachatus,Reptilia,Elapidae,22.5,22.147727272727273,8.0,100.0,1,2,1,2,0,0,0,1,1,1,0,0,0,0,0,0
Risso's Dolphin,Grampus griseus,Mammalia,Delphinidae,30.0,41.829850746268654,400.0,300.0,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
River Cooter,Pseudemys concinna,Reptilia,Emydidae,40.0,22.147727272727273,5.0,28.0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Roan Antelope,Hippotragus equinus,Mammalia,Bovidae,16.0,56.0,261.5,215.0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Roborovski Hamster,Phodopus roborovskii,Mammalia,Cricetidae,3.0,41.829850746268654,0.022000000000000002,4.5,2,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0
Rock Cavy,Kerodon rupestris,Mammalia,Caviidae,7.0,41.829850746268654,718.2787728894176,30.0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Rock Dove,Columba livia,Aves,Columbidae,20.5,100.0,0.309,33.0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
Rockhopper Penguin,Eudyptes (chrysocome),Aves,Spheniscidae,10.0,24.0,2.5,55.0,1,0,2,0,0,1,0,1,0,1,1,0,0,0,1,1
Rock Hyrax,Procavia capensis,Mammalia,Procaviidae,12.0,30.0,3.5,49.0,2,2,1,1,1,0,0,1,1,1,0,1,0,0,0,0
Rock Squirrel,Otospermophilus variegatus,Mammalia,Sciuridae,2.5,41.829850746268654,0.725,53.0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Rodrigues Flying Fox,Pteropus rodricensis,Mammalia,Pteropodidae,30.0,41.829850746268654,0.35,17.5,2,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Roe Deer,Capreolus capreolus,Mammalia,Cervidae,11.0,70.0,25.0,115.0,2,3,1,1,1,1,1,1,0,0,0,1,1,1,0,0
Roloway Monkey,Cercopithecus roloway,Mammalia,Cercopithecidae,25.0,41.829850746268654,5.5,47.5,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
Roseate Spoonbill,Platalea ajaja,Aves,Threskiornithidae,7.5,66.8076923076923,1.0,78.5,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Roseate Tern,Sterna dougallii,Aves,Laridae,16.5,66.8076923076923,0.115,34.5,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1
Rose-Breasted Grosbeak,Pheucticus ludovicianus,Aves,Cardinalidae,15.5,66.8076923076923,0.05,20.0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Ross Seal,Ommatophoca rossii,Mammalia,Phocidae,21.0,41.829850746268654,172.5,150.0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,1,1
Rosy Boa,Charina trivirgata,Reptilia,Boidae,20.0,22.147727272727273,28.274673913043493,64.5,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0
Rough Green Snake,Opheodrys aestivus,Reptilia,Colubridae,6.5,22.147727272727273,0.021,116.0,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Rough-Toothed Dolphin,Steno bredanensis,Mammalia,Delphinidae,30.0,24.0,122.5,200.0,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1
Round-Tailed Ground Squirrel,Xerospermophilus tereticaudus,Mammalia,Sciuridae,8.0,41.829850746268654,0.14,24.1,0,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0
Royal Antelope,Neotragus pygmaeus,Mammalia,Bovidae,6.0,41.829850746268654,2.5,45.0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Royal Penguin,Eudyptes schlegeli,Aves,Spheniscidae,17.5,30.0,5.5,70.0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0
Royal Tern,Thalasseus maximus,Aves,Laridae,17.0,66.8076923076923,0.4,47.5,1,2,1,0,0,0,0,1,1,1,0,0,0,1,0,1
Rüppell's Fox,Vulpes rueppellii,Mammalia,Canidae,9.5,41.829850746268654,3.0,70.0,1,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0
Rubber Boa,Charina bottae,Reptilia,Boidae,18.5,22.147727272727273,28.274673913043493,61.0,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Ruby-Throated Hummingbird,Archilochus colubris,Aves,Trochilidae,7.0,80.0,0.004,8.0,2,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Ruddy Duck,Oxyura jamaicensis,Aves,Anatidae,7.5,72.0,0.56,38.5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Ruddy Turnstone,Arenaria interpres,Aves,Scolopacidae,14.0,64.0,0.11699999999999999,23.0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Ruffed Grouse,Bonasa umbellus,Aves,Phasianidae,4.0,80.0,0.6,45.0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
Rufous Hummingbird,Selasphorus rufus,Aves,Trochilidae,6.0,48.0,0.004,8.0,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Rüppell's Vulture,Gyps rueppelli,Aves,Accipitridae,45.0,35.0,7.5,94.0,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0
Rusa Deer,Rusa timorensis,Mammalia,Cervidae,17.5,41.829850746268654,117.0,163.5,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Russell's Viper,Daboia russelii,Reptilia,Viperidae,15.0,22.147727272727273,28.274673913043493,143.0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
Russian Tortoise,Testudo horsfieldii ,Reptilia,Testudinidae,40.0,8.0,28.274673913043493,19.0,2,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
Rusty-Spotted Cat,Prionailurus rubiginosus,Mammalia,Felidae,18.0,41.829850746268654,0.5,41.5,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
Ryukyu Flying Fox,Pteropus dasymallus,Mammalia,Pteropodidae,17.0,41.829850746268654,0.45,22.1,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Sable ,Martes zibellina,Mammalia,Mustelidae,13.0,41.829850746268654,0.35,45.5,0,3,1,2,0,1,0,1,0,0,0,1,1,0,0,0
Sable Antelope,Hippotragus niger,Mammalia,Bovidae,18.0,70.0,227.5,222.5,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Saharan Horned Viper,Cerastes cerastes,Reptilia,Viperidae,16.5,22.147727272727273,28.274673913043493,45.0,1,0,0,2,1,0,0,1,1,1,0,1,0,0,0,0
Saiga Antelope,Saiga tatarica,Mammalia,Bovidae,11.0,41.829850746268654,47.5,120.0,2,1,2,2,0,0,0,1,0,0,0,1,1,0,0,0
Saker Falcon,Falco cherrug,Aves,Falconidae,17.5,322.0,0.365,51.0,1,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0
Salt Marsh Harvest Mouse,Reithrodontomys raviventris,Mammalia,Cricetidae,15.0,41.829850746268654,0.015,15.0,2,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0
Sambar,Rusa unicolor,Mammalia,Cervidae,23.0,41.829850746268654,225.0,150.0,2,1,2,1,1,0,0,1,1,1,0,1,0,1,1,0
Sand Cat,Felis margarita,Mammalia,Felidae,13.0,40.0,2.0,45.5,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
Sandhill Crane,Grus canadensis,Aves,Gruidae,21.0,56.0,4.0,49.30568669527897,0,3,1,0,0,1,0,1,1,0,0,1,1,1,0,0
Sand Lizard,Lacerta agilis,Reptilia,Lacertidae,6.5,48.0,0.013000000000000001,16.5,1,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0
Sand Martin,Riparia riparia,Aves,Hirundinidae,9.0,50.0,0.015,13.0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1
San Joaquin Antelope Squirrel,Ammospermophilus nelsoni,Mammalia,Sciuridae,6.0,41.829850746268654,0.161,24.85,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0
Saola,Pseudoryx nghetinhensis,Mammalia,Bovidae,9.0,37.0,90.0,175.0,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Sarus Crane,Grus antigone,Aves,Gruidae,35.0,66.8076923076923,6.5,100.0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0
Satin Bowerbird,Ptilonorhynchus violaceus,Aves,Ptilonorhynchidae,25.0,66.8076923076923,0.23,32.5,2,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Savannah Monitor,Varanus exanthematicus,Reptilia,Varanidae,10.5,22.147727272727273,35.5,130.0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Savannah Sparrow,Passerculus sandwichensis,Aves,Passerellidae,6.0,66.8076923076923,0.022000000000000002,14.0,0,2,1,2,0,0,1,1,1,0,0,0,0,1,0,0
Scarlet Ibis,Eudocimus ruber,Aves,Threskiornithidae,18.0,40.0,1.0,59.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Scarlet Kingsnake,Lampropeltis elapsoides,Reptilia,Colubridae,22.0,22.147727272727273,28.274673913043493,45.0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Scarlet macaw,Ara macao,Aves,Psittacidae,45.0,56.0,1.0,81.0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Scarlet Tanager,Piranga olivacea,Aves,Cardinalidae,10.0,66.8076923076923,0.03,17.5,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Scimitar Oryx,Oryx dammah,Mammalia,Bovidae,20.0,41.829850746268654,150.5,190.0,2,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0
Scissor-Tailed Flycatcher,Tyrannus forficatus,Aves,Tyrannidae,12.5,66.8076923076923,0.04,19.2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Screaming Hairy Armadillo,Chaetophractus vellerosus,Mammalia,Chlamyphoridae,16.0,41.829850746268654,0.129,34.2,0,2,1,2,1,0,0,1,1,0,0,0,0,0,0,1
Scrub Hare,Lepus saxatilis,Mammalia,Leporidae,4.0,41.829850746268654,2.5,55.0,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Sea Mink,Neovison macrodon,Mammalia,Mustelidae,8.0,41.829850746268654,718.2787728894176,78.5,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
Sea Otter,Enhydra lutris,Mammalia,Mustelidae,21.0,11.0,29.5,100.0,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0
Secretarybird,Sagittarius serpentarius,Aves,Sagittariidae,14.5,66.8076923076923,3.5,131.0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Sei Whale, Balaenoptera borealis,Mammalia,Balaenopteridae,62.5,48.0,22500.0,1500.0,1,3,2,1,0,1,0,1,0,1,1,1,1,1,1,1
Senegal Bushbaby,Galago senegalensis,Mammalia,Galagidae,8.5,41.829850746268654,0.20600000000000002,16.5,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Senegal Parrot,Poicephalus senegalus,Aves,Psittacidae,37.5,66.8076923076923,0.145,22.5,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Shark Bay Mouse,Pseudomys fieldi,Mammalia,Muridae,2.0,41.829850746268654,0.045,10.0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0
Sharpe's Grysbok,Raphicerus sharpei,Mammalia,Bovidae,18.121026894865526,41.829850746268654,9.0,70.0,2,2,1,2,0,0,0,1,1,1,0,0,0,0,0,0
Sharp-Shinned Hawk,Accipiter striatus,Aves,Accipitridae,8.0,66.8076923076923,0.15,30.0,1,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1
Sheltopusik,Pseudopus apodus,Reptilia,Anguidae,50.0,22.147727272727273,28.274673913043493,135.0,1,2,1,2,0,0,0,1,1,0,0,1,1,0,0,0
Shingleback Lizard,Tiliqua rugosa,Reptilia,Scincidae,17.5,22.147727272727273,0.75,28.5,1,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Shoebill,Balaeniceps rex,Aves,Balaenicipitidae,35.5,66.8076923076923,5.5,120.0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Short-Beaked Common Dolphin,Delphinus delphis,Mammalia,Delphinidae,28.5,60.0,118.0,198.0,1,0,1,2,0,0,0,1,1,1,0,1,1,1,0,1
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,Tachyglossidae,40.0,41.829850746268654,4.5,37.5,0,2,1,1,1,0,0,1,1,0,0,1,0,0,1,0
Short-Eared Owl,Asio flammeus,Aves,Strigidae,9.5,66.8076923076923,0.341,38.5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
Short-Finned Pilot Whale,Globicephala macrorhynchus,Mammalia,Delphinidae,52.5,32.0,4400.0,400.0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1
Short-Tailed Albatross,Phoebastria albatrus,Aves,Diomedeidae,32.5,66.8076923076923,6.0,89.0,1,3,2,0,0,1,0,1,0,0,0,1,0,1,1,0
Short-Tailed Chinchilla,Chinchilla chinchilla,Mammalia,Chinchillidae,14.0,24.0,0.652,30.5,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,1
Siamang Gibbon,Symphalangus syndactylus,Mammalia,Hylobatidae,27.5,56.0,12.0,80.5,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
Siamese Crocodile,Crocodylus siamensis,Reptilia,Crocodylidae,30.0,24.5,55.0,300.0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Siberian Chipmunk,Eutamias sibiricus,Mammalia,Sciuridae,6.0,41.829850746268654,0.1,21.5,0,2,1,2,0,1,1,1,0,0,0,1,1,0,0,0
Siberian Crane,Leucogeranus leucogeranus,Aves,Gruidae,22.5,66.8076923076923,6.0,121.0,2,1,2,0,0,1,1,1,1,0,0,1,0,0,0,0
Siberian Ibex,Capra sibirica,Mammalia,Bovidae,16.0,41.829850746268654,82.0,147.5,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
Siberian Musk Deer,Moschus moschiferus,Mammalia,Moschidae,15.0,41.829850746268654,14.5,93.0,2,1,2,2,0,1,1,0,0,0,0,1,0,0,0,0
Siberian Weasel,Mustela sibirica,Mammalia,Mustelidae,5.0,41.829850746268654,0.59,32.0,1,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0
Side-Striped Jackal,Canis adustus,Mammalia,Canidae,10.0,41.829850746268654,10.0,75.0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Sidewinder,Crotalus cerastes,Reptilia,Viperidae,12.5,22.147727272727273,0.19899999999999998,61.5,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Sika Deer,Cervus nippon,Mammalia,Cervidae,18.5,41.829850746268654,67.5,137.5,2,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0
Silky Anteater,Cyclopes didactylus,Mammalia,Cyclopedidae,2.0,41.829850746268654,0.287,40.5,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1
Silky Sifaka,Propithecus candidus,Mammalia,Indriidae,23.0,41.829850746268654,5.5,51.0,0,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0
Silver-Backed Chevrotain,Tragulus versicolor,Mammalia,Tragulidae,18.121026894865526,41.829850746268654,1.0,48.0,2,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0
Silver Pheasant,Lophura nycthemera,Aves,Phasianidae,17.5,72.0,1.5,90.0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Silvery Gibbon,Hylobates moloch,Mammalia,Hylobatidae,35.0,56.0,6.0,54.5,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
Silvery Lutung,Trachypithecus cristatus,Mammalia,Cercopithecidae,31.0,41.829850746268654,5.5,52.0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Silvery Marmoset,Mico argentatus,Mammalia,Callitrichidae,16.0,41.829850746268654,0.35,23.0,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Sitatunga,Tragelaphus spekii,Mammalia,Bovidae,21.5,41.829850746268654,71.5,140.5,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Slender Mongoose,Galerella sanguinea,Mammalia,Herpestidae,10.0,41.829850746268654,0.588,33.5,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Sloth Bear,Melursus ursinus,Mammalia,Ursidae,40.0,41.829850746268654,100.0,100.0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Slowworm,Anguis fragilis,Reptilia,Anguidae,42.0,22.147727272727273,0.06,50.0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Small Asian Mongoose,Herpestes javanicus,Mammalia,Herpestidae,6.0,41.829850746268654,0.0,33.0,1,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0
Small Indian Civet,Viverricula indica,Mammalia,Viverridae,8.5,41.829850746268654,3.0,55.5,1,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Smooth-Coated Otter,Lutrogale perspicillata,Mammalia,Mustelidae,12.0,41.829850746268654,9.0,61.5,1,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0
Smooth Green Snake,Opheodrys vernalis,Reptilia,Colubridae,6.0,22.147727272727273,28.274673913043493,43.5,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Smooth Snake,Coronella austriaca,Reptilia,Colubridae,30.0,22.147727272727273,28.274673913043493,67.5,1,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0
Snares Penguin,Eudyptes robustus,Aves,Spheniscidae,17.5,24.0,3.0,55.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0
Snow Bunting,Plectrophenax nivalis,Aves,Calcariidae,8.0,66.8076923076923,0.035,15.0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0
Snow goose,Chen caerulescens,Aves,Anatidae,20.0,90.0,2.0,70.0,2,3,1,0,1,1,1,1,1,0,0,1,1,1,1,0
Snow Leopard,Uncia uncia,Mammalia,Felidae,18.0,88.0,41.0,112.5,1,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0
Snow Petrel,Pagodroma nivea,Aves,Procellariidae,17.0,40.0,0.33,38.5,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1
Snowshoe Hare ,Lepus americanus,Mammalia,Leporidae,3.0,45.0,1.0,46.55,2,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0
Snowy Egret,Egretta thula,Aves,Ardeidae,22.0,66.8076923076923,0.37,61.0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Snowy Owl,Bubo scandiacus,Aves,Strigidae,19.0,80.0,2.0,61.5,1,1,2,0,0,0,1,1,0,0,0,1,1,1,0,0
Snowy Plover,Charadrius nivosus,Aves,Charadriidae,15.0,66.8076923076923,0.046,16.0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1
Song Sparrow,Melospiza melodia,Aves,Passerellidae,11.0,66.8076923076923,0.033,14.5,0,2,1,2,0,0,0,1,1,0,0,0,0,1,0,0
Song Thrush,Turdus philomelos,Aves,Turdidae,6.5,66.8076923076923,0.079,22.0,0,3,1,0,0,0,1,1,1,1,0,1,1,0,0,0
Sonoma Chipmunk,Neotamias sonomae,Mammalia,Sciuridae,4.0,41.829850746268654,718.2787728894176,24.2,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Sooty Mangabey,Cercocebus atys,Mammalia,Cercopithecidae,22.0,41.829850746268654,8.0,53.5,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Sooty Tern,Onychoprion fuscatus,Aves,Laridae,32.0,40.0,0.195,34.5,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1
Sora,Porzana carolina,Aves,Rallidae,19.28736842105263,66.8076923076923,0.081,24.5,0,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1
South American Coati,Nasua nasua,Mammalia,Procyonidae,10.5,41.829850746268654,4.5,99.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
South American Fur Seal,Arctocephalus australis,Mammalia,Otariidae,21.0,41.829850746268654,115.0,150.0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,1
South American Rattlesnake,Crotalus durissus,Reptilia,Viperidae,15.0,22.147727272727273,28.274673913043493,100.0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1
South American Sea Lion,Otaria flavescens,Mammalia,Otariidae,23.0,40.0,250.0,150.0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1
South Asian River Dolphin,Platanista gangetica,Mammalia,Platanistidae,28.0,41.829850746268654,85.0,200.0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Southern African Hedgehog,Atelerix frontalis,Mammalia,Erinaceidae,5.0,6.5,0.35200000000000004,20.0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Southern Alligator Lizard,Elgaria multicarinata,Reptilia,Anguidae,12.5,22.147727272727273,28.274673913043493,104.66383928571429,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Southern american Bushmaster,Lachesis muta,Reptilia,Viperidae,18.0,22.147727272727273,4.0,250.0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1
Southern Black Racer,Coluber constrictor priapus,Reptilia,Colubridae,10.0,22.147727272727273,28.274673913043493,96.5,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
Southern Bottlenose Whale,Hyperoodon planifrons,Mammalia,Ziphiidae,43.5,41.829850746268654,7000.0,650.0,1,0,1,2,0,1,0,1,0,1,1,0,0,0,1,1
Southern Brown Kiwi,Apteryx australis,Aves,Apterygidae,30.0,66.8076923076923,2.5,50.0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
Southern Cassowary,Casuarius casuarius,Aves,Casuariidae,26.0,50.0,43.5,148.5,2,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0
Southern Flying Squirrel,Glaucomys volans,Mammalia,Sciuridae,7.5,41.829850746268654,0.064,23.25,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Southern Giant Petrel,Macronectes giganteus,Aves,Procellariidae,25.0,66.8076923076923,3.5,92.5,1,3,1,0,0,0,1,1,0,1,1,0,0,0,1,1
Southern Ground Hornbil,Bucorvus leadbeateri,Aves,Bucorvidae,60.0,30.0,4.0,109.5,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0
Southern Hairy-Nosed Wombat,Lasiorhinus latifrons,Mammalia,Vombatidae,20.0,40.0,25.5,85.3,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
Southern Muriqui,Brachyteles arachnoides,Mammalia,Atelidae,18.121026894865526,41.829850746268654,11.5,62.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Southern Pig-Tailed Macaque,Macaca nemestrina,Mammalia,Cercopithecidae,30.5,41.829850746268654,9.0,51.55,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Southern Pudu,Pudu puda,Mammalia,Cervidae,13.5,41.829850746268654,10.0,76.5,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Southern Right Whale,Eubalaena australis,Mammalia,Balaenidae,75.0,15.0,60000.0,1350.0,1,3,1,1,0,1,0,1,0,1,1,0,0,0,1,1
Southern Short-Tailed Shrew,Blarina carolinensis,Mammalia,Soricidae,1.0,41.829850746268654,0.013999999999999999,8.5,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Southern Tamandua,Tamandua tetradactyla,Mammalia,Myrmecophagidae,12.5,41.829850746268654,4.5,61.0,0,0,1,2,1,0,0,1,1,0,0,0,0,1,0,1
Southern Three-Banded Armadillo,Tolypeutes matacus,Mammalia,Chlamyphoridae,36.0,41.829850746268654,1.0,24.5,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1
Southern Viscacha,Lagidium viscacia,Mammalia,Chinchillidae,19.0,41.829850746268654,3.0,39.6,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Southern White Rhinoceros,Ceratotherium simum simum,Mammalia,Rhinocerotidae,40.0,56.0,1.5,350.0,2,3,1,2,0,0,0,0,1,1,0,0,0,0,0,0
South Polar Skua,Stercorarius maccormicki,Aves,Stercorariidae,10.0,50.0,0.451,53.0,1,2,1,0,0,0,1,1,0,1,1,1,0,1,1,1
Spade-Toothed Whale,Mesoplodon traversii,Mammalia,Ziphiidae,18.121026894865526,41.829850746268654,718.2787728894176,500.0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
Spanish Ibex,Capra pyrenaica,Mammalia,Bovidae,14.0,41.829850746268654,57.5,120.0,2,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Speckled Ground Squirrel,Spermophilus suslicus,Mammalia,Sciuridae,3.5,41.829850746268654,0.28,25.0,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Speckled Kingsnake,Lampropeltis holbrooki,Reptilia,Colubridae,20.0,22.147727272727273,28.274673913043493,120.0,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Spectacled Bear,Tremarctos ornatus,Mammalia,Ursidae,28.0,48.0,117.5,160.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Spectacled Caiman,Caiman crocodilus,Reptilia,Alligatoridae,30.0,48.0,23.5,150.0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1
Spectacled Eider,Somateria fischeri,Aves,Anatidae,8.0,66.8076923076923,1.0,54.0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
Spectacled Flying Fox,Pteropus conspicillatus,Mammalia,Pteropodidae,21.0,50.0,0.755,22.5,2,2,1,2,0,0,0,0,1,0,0,1,0,0,1,0
Spectacled Owl,Pulsatrix perspicillata,Aves,Strigidae,30.0,66.8076923076923,0.22699999999999998,46.5,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Spectacled Porpoise,Phocoena dioptrica,Mammalia,Phocoenidae,9.0,41.829850746268654,72.0,150.0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1
Spectral Tarsier,Tarsius spectrum,Mammalia,Tarsiidae,13.5,41.829850746268654,0.11599999999999999,11.5,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Speke's Gazelle,Gazella spekei,Mammalia,Bovidae,12.0,41.829850746268654,20.0,100.0,2,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0
Sperm Whale,Physeter macrocephalus,Mammalia,Physeteridae,70.0,45.0,26000.0,1450.0,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,1
